cbsa_id,scen_1_access,scen_2_access,scen_3_access,scen_4_access,scen_5_access,100pct_hc_access,0pct_hc_access
10180,0.143845769,0.38406186,0.618045396,0.559962488,0.786211197,1,0
10420,0.13516601,0.358656098,0.574793345,0.525926041,0.735639051,1,0
10500,0.135428067,0.366433256,0.589683563,0.541210485,0.761360246,1,0
10540,0.12388209,0.331179212,0.531203791,0.494093693,0.692632459,1,0
10580,0.119997173,0.322190651,0.510681941,0.481310196,0.665651191,1,0
10740,0.13676979,0.362710944,0.580896771,0.532080941,0.744940556,1,0
10780,0.135264356,0.364248143,0.586168852,0.53759841,0.755464819,1,0
10900,0.127950133,0.328229815,0.521176269,0.488573333,0.680554542,1,0
11020,0.144474453,0.385589915,0.618195393,0.562119061,0.785954436,1,0
11100,0.139908004,0.373820814,0.601774808,0.546833802,0.768681611,1,0
11180,0.129967665,0.345716679,0.552314806,0.508607357,0.70874632,1,0
11260,0.126984642,0.337097719,0.540456218,0.5015418,0.702797706,1,0
11460,0.111763987,0.293826396,0.467338952,0.440636809,0.612845961,1,0
11500,0.143279195,0.383865007,0.618694818,0.560017954,0.787907064,1,0
11540,0.13723992,0.363781974,0.581579331,0.532246123,0.741552757,1,0
11700,0.137230466,0.36712847,0.587574649,0.538734346,0.753379049,1,0
12020,0.123077828,0.329697623,0.528804901,0.492038944,0.689683403,1,0
12060,0.129655501,0.343725533,0.550312989,0.506607893,0.709199139,1,0
12100,0.134565496,0.353887881,0.56481122,0.520713707,0.726099083,1,0
12220,0.127998769,0.342462019,0.546225657,0.507718373,0.707962269,1,0
12260,0.14061614,0.374856186,0.603058098,0.549410801,0.772034302,1,0
12420,0.111700658,0.298182339,0.473744195,0.447256369,0.621926684,1,0
12540,0.126282916,0.339810336,0.548335996,0.505867831,0.714128553,1,0
12580,0.124240811,0.313080868,0.496351334,0.468049536,0.652477376,1,0
12620,0.136104768,0.365074318,0.583255516,0.53614181,0.74631968,1,0
12700,0.143437745,0.380776798,0.610999109,0.555083293,0.777253332,1,0
12940,0.140631564,0.376118717,0.602766145,0.549085898,0.767835225,1,0
12980,0.14637713,0.390536623,0.626587894,0.566980221,0.793417286,1,0
13020,0.144165908,0.38347591,0.614299774,0.558308262,0.77975797,1,0
13140,0.1379973,0.367949527,0.591240423,0.538052704,0.754536034,1,0
13220,0.146880209,0.393265007,0.633508153,0.572652826,0.805348095,1,0
13380,0.121982942,0.326344655,0.520036119,0.484750858,0.67510594,1,0
13460,0.139896965,0.370831619,0.59707274,0.543193514,0.763578505,1,0
13740,0.132898896,0.355469948,0.571286531,0.525125635,0.737495917,1,0
13780,0.133697105,0.359288693,0.573187895,0.528835907,0.735109912,1,0
13820,0.13766208,0.366704586,0.587807849,0.536779765,0.751344242,1,0
13900,0.133686796,0.355111486,0.567566149,0.521271891,0.727785549,1,0
13980,0.125635291,0.335108617,0.538784309,0.498143262,0.699753743,1,0
14010,0.131411999,0.348456836,0.557535009,0.512431395,0.715138278,1,0
14020,0.135618938,0.361602908,0.578948898,0.531394373,0.742793655,1,0
14100,0.146191853,0.386002689,0.617672214,0.562347037,0.785214623,1,0
14260,0.137138981,0.365604925,0.586984437,0.536907084,0.752594999,1,0
14460,0.104153643,0.278291568,0.437103622,0.423688364,0.582324737,1,0
14500,0.123600609,0.325270784,0.51774828,0.481957662,0.671114931,1,0
14540,0.137033199,0.368634926,0.59152851,0.541941344,0.758815944,1,0
14740,0.129293949,0.343951374,0.553049049,0.509554746,0.715850846,1,0
14860,0.11777999,0.312396448,0.493757099,0.467592294,0.646660502,1,0
15180,0.138356391,0.368473948,0.592771979,0.540233936,0.75838993,1,0
15260,0.138650095,0.372298748,0.597844933,0.547491827,0.768748969,1,0
15380,0.125827443,0.337396711,0.537057766,0.500560973,0.69456198,1,0
15500,0.140172052,0.372955559,0.598490504,0.545848619,0.765387583,1,0
15540,0.117432733,0.313050917,0.494790567,0.469613269,0.648612889,1,0
15680,0.137815185,0.361555629,0.58139121,0.531498006,0.747168438,1,0
